case_id,category,url,expected_label,expected_malicious,source
openphish_001,openphish_malicious,https://cre-ditagricole-iinfotys.iceiy.com/,malicious,true,OpenPhish
openphish_002,openphish_malicious,https://aumentatucupovirt-co.vercel.app/,malicious,true,OpenPhish
openphish_003,openphish_malicious,https://box-file-1mer.p-2myde94o.workers.dev/l/hew6apnVFhQ,malicious,true,OpenPhish
openphish_004,openphish_malicious,http://myprojectdoc.online/19ec5a,malicious,true,OpenPhish
openphish_005,openphish_malicious,https://gov.parking-fine.top/com/,malicious,true,OpenPhish
openphish_006,openphish_malicious,https://gov.parking-fines.top/com/,malicious,true,OpenPhish
openphish_007,openphish_malicious,https://gov.fine-parking.top/com/,malicious,true,OpenPhish
openphish_008,openphish_malicious,http://dougtallmadge.github.io/amex-platinum-clone-v2,malicious,true,OpenPhish
openphish_009,openphish_malicious,https://shopee-day29.blogspot.com/?m=1,malicious,true,OpenPhish
openphish_010,openphish_malicious,https://www.dpd-noticp.shop/com/,malicious,true,OpenPhish
openphish_011,openphish_malicious,https://bdbofp.com/ph/personal/,malicious,true,OpenPhish
openphish_012,openphish_malicious,http://www.gov-parkingsis.cyou/com,malicious,true,OpenPhish
openphish_013,openphish_malicious,https://www.maison-orbey.de/wp-content/plugins/xleet/b/g/index2.php?email=yyuzqrlzf@rytnbuy.wpz/,malicious,true,OpenPhish
openphish_014,openphish_malicious,https://blockchain-clone-lyart.vercel.app/,malicious,true,OpenPhish
openphish_015,openphish_malicious,http://blockchain-clone-lyart.bercel.app/,malicious,true,OpenPhish
openphish_016,openphish_malicious,http://www.webfun.website/landingpages/fe996bbf-3dce-487c-acd3-4a69200fa8a0/nzgsyxcfqtmaoopyigy6c_oz4ahrk7p1rfca9qgkxj8,malicious,true,OpenPhish
openphish_017,openphish_malicious,http://www.roblox.et/communities/2403848123/EtClothes,malicious,true,OpenPhish
openphish_018,openphish_malicious,https://www.roblox.et/communities/2403848123/EtClothes/,malicious,true,OpenPhish
openphish_019,openphish_malicious,https://gastric-rose-hwpw4awz.edgeone.dev/,malicious,true,OpenPhish
openphish_020,openphish_malicious,https://mail-spectrum-net-html.framer.website/?referer=urlvanish.com%2Fa76938ba,malicious,true,OpenPhish
openphish_021,openphish_malicious,https://urlvanish.com/a76938ba,malicious,true,OpenPhish
openphish_022,openphish_malicious,https://rhinomadeusainc.shop/index.php/campaigns/at92141hxec2a/web-version/mq37028s9rd36,malicious,true,OpenPhish
openphish_023,openphish_malicious,https://steamcommnunmity.com/tradeoffer/new/partner=783662133token=l4hhebGA21839,malicious,true,OpenPhish
openphish_024,openphish_malicious,https://ifeoma200715.github.io/Netflix-Cloned-Project/,malicious,true,OpenPhish
openphish_025,openphish_malicious,https://vvebmail-ver1fication1.edgeone.app/,malicious,true,OpenPhish
openphish_026,openphish_malicious,https://marinapescatori.com/tablet/css/css/Amendes2024/Amendes2024/infospage.php/,malicious,true,OpenPhish
openphish_027,openphish_malicious,https://lalekostum.com/doc/adobe/index.html,malicious,true,OpenPhish
openphish_028,openphish_malicious,https://toki-gov-tr-18.vercel.app/giris.php,malicious,true,OpenPhish
openphish_029,openphish_malicious,https://www.robiox.com.py/users/475666364108/profile,malicious,true,OpenPhish
openphish_030,openphish_malicious,https://gopalx235.github.io/Amazon_clone,malicious,true,OpenPhish
openphish_031,openphish_malicious,https://shreeniwasyadav701.github.io/2nd-project,malicious,true,OpenPhish
openphish_032,openphish_malicious,https://dicepencilpaper.com/project.php/,malicious,true,OpenPhish
openphish_033,openphish_malicious,http://www.dpd-noticp.cyou/com,malicious,true,OpenPhish
openphish_034,openphish_malicious,http://dev.biymu.com/,malicious,true,OpenPhish
openphish_035,openphish_malicious,http://aitptest.com/?rid=haNv4HA,malicious,true,OpenPhish
openphish_036,openphish_malicious,https://hi.vmjjxbo.com/can/,malicious,true,OpenPhish
openphish_037,openphish_malicious,https://stearncommunity.com/tradeoffr/nev/partnr=103645878947&token=m82kZD0,malicious,true,OpenPhish
openphish_038,openphish_malicious,https://roblox.com.ml/users/326492751623/profile,malicious,true,OpenPhish
openphish_039,openphish_malicious,https://h5.crypto-x-ai.com/,malicious,true,OpenPhish
openphish_040,openphish_malicious,https://www.roblox.com.ml/users/353501130821/profile,malicious,true,OpenPhish
openphish_041,openphish_malicious,https://correosprepago.bnext.es/pwd?token=XBE6vb2chqE6Tn2gpvdq5DmoGw,malicious,true,OpenPhish
openphish_042,openphish_malicious,https://lzstructure.com/,malicious,true,OpenPhish
openphish_043,openphish_malicious,https://modeel-dpuxqwbcglha.edgeone.app/,malicious,true,OpenPhish
openphish_044,openphish_malicious,https://www.160tyesy.vercel.app/,malicious,true,OpenPhish
openphish_045,openphish_malicious,https://verticecapital.s3.us-east-005.backblazeb2.com/aumento.html,malicious,true,OpenPhish
openphish_046,openphish_malicious,https://china.cyberfish.io/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a/,malicious,true,OpenPhish
openphish_047,openphish_malicious,http://avanteshipping.com/-/appesb/,malicious,true,OpenPhish
openphish_048,openphish_malicious,http://www.roblox.com.ge/users/7749518901/profile/,malicious,true,OpenPhish
