case_id,category,source,url,expected_label,expected_malicious,api_mode,status,http_status,verdict,predicted_positive,predicted_danger,outcome,score,final_url,elapsed_seconds,pipeline_total_seconds,normalize_seconds,unchain_seconds,threat_db_seconds,domain_heuristic_seconds,content_analysis_seconds,gsb_checked,gsb_threat,gsb_error,urlhaus_checked,urlhaus_threat,urlhaus_match_type,urlhaus_error,domain_score,domain_signals,content_fetched,content_score,content_signals,content_error,content_status_code,ai_verdict,ai_error,ai_model,ai_prompt_tokens,ai_completion_tokens,ai_total_tokens,failed_at_stage,failure_error_code,failure_status_code,failure_error,no_verdict_reason,error
openphish_002,openphish_malicious,OpenPhish,https://www.r.oblox.com.et/users/8077342404/profile,malicious,true,db_dependent,failed,200,,false,false,ERROR,,https://www.r.oblox.com.et/users/8077342404/profile,5.278115,5.2706,8.6e-05,1.51679,0.190944,3.752995,,,,,,,,,,,,,,,,,,,,,,unchain,PAGE_UNAVAILABLE,404,페이지를 찾을 수 없습니다.,NO_VERDICT_PAGE_UNAVAILABLE,페이지를 찾을 수 없습니다.
openphish_001,openphish_malicious,OpenPhish,https://sia.inicioseguro.com/c/p/tc/3080/eece42f9-8c69-496a-a73d-054cd8cb10bb-79f1cb36-f9af-4af7-9acd-c4579cdfaf11/,malicious,true,db_dependent,success,200,danger,true,true,TP,61,https://sia.inicioseguro.com/c/p/tc/3080/eece42f9-8c69-496a-a73d-054cd8cb10bb-79f1cb36-f9af-4af7-9acd-c4579cdfaf11/,8.835194,8.826958,0.000242,1.279355,0.198725,3.763686,3.782777,True,False,,True,False,,,,,True,61,PII_COLLECTION_FORM|LOGO_ALT_IMPERSONATION,,200,suspicious,,gpt-4o-mini,972,28,1000,,,,,,
openphish_003,openphish_malicious,OpenPhish,http://hawkfs.icu/snx/pr/,malicious,true,db_dependent,success,200,caution,true,false,TP,35,http://hawkfs.icu/snx/pr/,9.325017,9.317669,0.000232,4.001911,0.157831,2.309407,3.00456,True,False,,True,False,,,20,NO_HTTPS,False,15,FETCH_FAILED,timeout,,,,,,,,,,,,,
openphish_005,openphish_malicious,OpenPhish,http://www.gov-parkingiss.top/com/,malicious,true,db_dependent,success,200,danger,true,true,TP,100,https://www.gov-parkingiss.top/com,1.102298,1.097358,0.000264,0.939423,0.156264,0.156794,4.1e-05,True,True,,True,False,,,,,False,0,SKIPPED_ALREADY_DANGER,skipped_already_danger,,,,,,,,,,,,,
openphish_004,openphish_malicious,OpenPhish,https://www.roblox.com.bi/games/17625359962/RIVALS?privateServerLinkCode=26794274690145427755087934733914,malicious,true,db_dependent,success,200,caution,true,false,TP,45,https://www.roblox.com.bi/games/17625359962/RIVALS?privateServerLinkCode=26794274690145427755087934733914,15.762748,15.757022,0.000249,4.000677,0.148549,3.753368,8.000097,True,False,,True,False,,,30,BRAND_IN_URL,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_006,openphish_malicious,OpenPhish,http://verificarcuentae2026kkks.fwh.is/,malicious,true,db_dependent,failed,200,,false,false,ERROR,,http://verificarcuentae2026kkks.fwh.is/,9.079958,9.074988,0.000242,1.067528,5.001174,3.752337,3.003409,,,,,,,,,,,,,,,,,,,,,content_analysis,PAGE_UNAVAILABLE,,페이지 응답 시간이 초과되었습니다.,NO_VERDICT_PAGE_UNAVAILABLE,페이지 응답 시간이 초과되었습니다.
openphish_007,openphish_malicious,OpenPhish,https://www.ingtfi24.pl/informacja-dla-nowego-uzytkownika,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://www.ingtfi24.pl/informacja-dla-nowego-uzytkownika,17.012675,17.006336,0.000401,4.000382,5.00103,3.752737,8.000856,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_008,openphish_malicious,OpenPhish,https://ashishcodes-hub.github.io/Amazone-Clone,malicious,true,db_dependent,success,200,safe,false,false,FN,15,https://ashishcodes-hub.github.io/Amazone-Clone,17.011166,17.006887,0.000284,4.000545,5.00183,3.753241,8.001592,False,False,pipeline_timeout,False,False,,pipeline_timeout,,,False,15,FETCH_FAILED,pipeline_timeout,,,,,,,,,,,,,
openphish_010,openphish_malicious,OpenPhish,https://68-221-169-7.cprapid.com/de/update.php,malicious,true,db_dependent,success,200,caution,true,false,TP,31,https://68-221-169-7.cprapid.com/de/update.php,7.741732,7.737643,0.000209,1.651905,0.177567,3.753201,2.33178,True,False,,True,False,,,,,True,31,,,200,suspicious,,gpt-4o-mini,818,27,845,,,,,,
openphish_009,openphish_malicious,OpenPhish,https://wordpress-212781-0.cloudclusters.net/finAzld/swisspass-sbbclientccf/c3Bhc3Mtc2JiY2/,malicious,true,db_dependent,success,200,danger,true,true,TP,61,https://wordpress-212781-0.cloudclusters.net/finAzld/swisspass-sbbclientccf/c3Bhc3Mtc2JiY2/,10.969456,10.964029,0.000257,1.831992,0.179692,3.752926,5.378351,True,False,,True,False,,,30,BRAND_IN_URL,True,31,,,200,suspicious,,gpt-4o-mini,801,26,827,,,,,,
